phone_number,account_length,intl_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
334-8817,0.3677685950413223,0.0,0.0,0.0,0.5510668563300142,0.503030303030303,0.5510374832663989,0.42397580423425896,0.4647058823529412,0.424134584276933,0.7569620253164557,0.34285714285714286,0.7574563871693867,0.635,0.15000000000000002,0.6351851851851852,0.1111111111111111,0.0
339-1405,0.6198347107438017,0.0,0.0,0.0,0.44495021337126606,0.6545454545454545,0.44494645247657294,0.6417376959032169,0.6941176470588235,0.6418634746036881,0.49544303797468353,0.8057142857142857,0.4957794034890265,0.385,0.30000000000000004,0.3851851851851852,0.4444444444444444,0.0
380-7742,0.4297520661157025,1.0,1.0,0.5576923076923077,0.6278805120910385,0.49696969696969695,0.6278447121820616,0.5985702502062139,0.6470588235294118,0.5985118084762213,0.48227848101265824,0.5714285714285714,0.4822734946539111,0.66,0.30000000000000004,0.6592592592592592,0.1111111111111111,1.0
329-6191,0.1652892561983471,0.0,1.0,0.7115384615384616,0.6822190611664296,0.6666666666666666,0.6822289156626506,0.6101182293098708,0.6764705882352942,0.6101585247492721,0.47873417721518985,0.5714285714285714,0.47889701744513224,0.365,0.05,0.3648148148148148,0.2222222222222222,0.0
340-3075,0.19421487603305787,0.0,1.0,0.826923076923077,0.4893314366998578,0.6727272727272727,0.4892904953145917,0.5504536706076436,0.3764705882352941,0.5506308637981235,0.590126582278481,0.5485714285714286,0.590320765334834,0.4,0.25,0.4,0.1111111111111111,0.0
416-5849,0.6818181818181819,1.0,1.0,0.6730769230769231,0.3647226173541963,0.8363636363636363,0.3646251673360107,0.7547429199890019,0.6647058823529411,0.7547719184729861,0.7567088607594936,0.7428571428571429,0.7568936409679234,0.44000000000000006,0.35000000000000003,0.4407407407407407,0.2222222222222222,0.0
334-7443,0.3223140495867769,0.0,0.0,0.0,0.3704125177809388,0.7212121212121212,0.37031459170013387,0.7998350288699477,0.711764705882353,0.8000647039792947,0.4931645569620254,0.8,0.4935284186831739,0.7000000000000001,0.30000000000000004,0.7,0.3333333333333333,0.0
394-9121,0.628099173553719,0.0,0.0,0.0,0.5559032716927454,0.6484848484848484,0.5558902275769746,0.4250756117679406,0.5647058823529412,0.42510514396635396,0.3615189873417722,0.5542857142857143,0.3618458075407991,0.58,0.30000000000000004,0.5796296296296296,0.1111111111111111,0.0
383-1657,0.4504132231404959,1.0,0.0,0.0,0.8344238975817924,0.47878787878787876,0.8343373493975903,0.5182843002474566,0.5294117647058824,0.5182788741507602,0.6756962025316455,0.52,0.6758581879572313,0.7250000000000001,0.2,0.7259259259259259,0.0,1.0
347-4112,0.6694214876033058,0.0,0.0,0.0,0.5442389758179232,0.5393939393939394,0.5441767068273092,0.5331317019521584,0.5117647058823529,0.5331607893885474,0.6794936708860759,0.6914285714285714,0.6797974113674733,0.6400000000000001,0.2,0.6407407407407407,0.1111111111111111,0.0
362-8280,0.5165289256198348,0.0,0.0,0.0,0.348221906116643,0.5333333333333333,0.34822623828647925,0.3953808083585373,0.6529411764705882,0.3953413134907797,0.39746835443037976,0.6057142857142858,0.3978615644344401,0.5750000000000001,0.15000000000000002,0.5759259259259258,0.1111111111111111,0.0
402-9982,0.4297520661157025,0.0,1.0,0.6346153846153847,0.5963015647226174,0.4121212121212121,0.5962182061579653,0.4039043167445697,0.8235294117647058,0.4040763506955678,0.30632911392405066,0.7485714285714286,0.30613393359594826,0.53,0.15000000000000002,0.5296296296296296,0.2222222222222222,0.0
392-8905,0.706611570247934,0.0,0.0,0.0,0.6136557610241821,0.8484848484848485,0.6136211512717538,0.40225460544404734,0.49411764705882355,0.40245875121319963,0.6698734177215191,0.4742857142857143,0.6702307259425999,0.355,0.05,0.3555555555555555,0.3333333333333333,0.0
392-5512,0.5165289256198348,0.0,0.0,0.0,0.4591749644381224,0.6666666666666666,0.45917001338688085,0.6065438548254055,0.7352941176470588,0.6065998058880622,0.6308860759493671,0.44571428571428573,0.6308384918401801,0.255,0.1,0.25555555555555554,0.0,0.0
351-6384,0.39669421487603307,0.0,0.0,0.0,0.41024182076813653,0.5515151515151515,0.41014056224899603,0.62331591971405,0.8058823529411765,0.623422840504691,0.3660759493670886,0.4114285714285714,0.3663477771525042,0.6900000000000001,0.2,0.6907407407407407,0.3333333333333333,0.0
348-8015,0.38842975206611574,1.0,1.0,0.7115384615384616,0.6264580369843528,0.6606060606060606,0.626338688085676,0.5094858399780039,0.5823529411764706,0.5095438369459722,0.5192405063291139,0.4685714285714286,0.5194147439504784,0.205,0.1,0.20555555555555557,0.0,1.0
374-6966,0.3553719008264463,0.0,0.0,0.0,0.7288762446657183,0.6363636363636364,0.7287483266398929,0.4418476766565851,0.6,0.4419281785829829,0.6313924050632912,0.45714285714285713,0.6314012380416433,0.37000000000000005,0.1,0.37037037037037035,0.4444444444444444,0.0
328-2236,0.39669421487603307,0.0,0.0,0.0,0.3206258890469417,0.7212121212121212,0.32061579651941097,0.5985702502062139,0.6411764705882352,0.5985118084762213,0.3850632911392405,0.4342857142857143,0.38491840180078785,0.325,0.25,0.3259259259259259,0.1111111111111111,0.0
372-6497,0.30991735537190085,0.0,0.0,0.0,0.8520625889046942,0.7575757575757576,0.8520749665327979,0.62331591971405,0.5411764705882353,0.623422840504691,0.5334177215189874,0.7657142857142857,0.5334833989870569,0.685,0.2,0.6851851851851852,0.0,1.0
417-8617,0.5743801652892563,0.0,0.0,0.0,0.5541963015647227,0.6484848484848484,0.5542168674698795,0.46989276876546604,0.5823529411764706,0.4700744095761889,0.569873417721519,0.5314285714285715,0.570061902082161,0.6950000000000001,0.2,0.6944444444444444,0.0,0.0
361-9621,0.6942148760330579,0.0,0.0,0.0,0.2867709815078236,0.6787878787878788,0.28681392235609104,0.6323893318669233,0.40588235294117647,0.6324813976059528,0.490126582278481,0.5428571428571428,0.4901519414743951,0.47500000000000003,0.1,0.47592592592592586,0.0,0.0
421-2723,0.2768595041322314,0.0,1.0,0.42307692307692313,0.23470839260312945,0.5878787878787879,0.23477242302543505,0.7970855100357437,0.5529411764705883,0.797153024911032,0.45569620253164556,0.6514285714285715,0.4558244231851435,0.24,0.2,0.24074074074074073,0.3333333333333333,0.0
327-9341,0.5,0.0,1.0,0.6538461538461539,0.4165007112375534,0.6303030303030303,0.4164993306559572,0.2466318394281001,0.6058823529411764,0.24652216111290845,0.5569620253164557,0.52,0.5571187394485088,0.78,0.2,0.7796296296296296,0.2222222222222222,0.0
383-5474,0.14462809917355374,0.0,0.0,0.0,0.5061166429587483,0.7818181818181819,0.5060240963855421,0.6175419301622216,0.5117647058823529,0.6175994823681656,0.7754430379746836,0.5828571428571429,0.7754642656162071,0.54,0.30000000000000004,0.5407407407407407,0.2222222222222222,0.0
328-8147,0.49173553719008267,0.0,1.0,0.5192307692307693,0.4366998577524894,0.509090909090909,0.4367469879518073,0.5334066538355787,0.4294117647058823,0.533484309285021,0.649367088607595,0.5371428571428571,0.6494091164884637,0.51,0.35000000000000003,0.5092592592592592,0.5555555555555556,0.0
373-5438,0.49586776859504134,0.0,0.0,0.0,0.4287339971550498,0.6363636363636364,0.428714859437751,0.542480065988452,0.7823529411764706,0.5425428663862828,0.4278481012658228,0.6628571428571428,0.42824985931344967,0.45999999999999996,0.75,0.45925925925925926,0.1111111111111111,0.0
333-9253,0.2603305785123967,0.0,1.0,0.3653846153846154,0.512375533428165,0.6424242424242425,0.5123828647925034,0.3505636513610118,0.5411764705882353,0.35069556777741834,0.6010126582278481,0.6742857142857143,0.6010129431626337,0.375,0.15000000000000002,0.3759259259259259,0.0,0.0
347-9421,0.049586776859504134,0.0,1.0,0.5961538461538461,0.7547652916073969,0.5696969696969697,0.7546854082998662,0.40582897992851247,0.5588235294117647,0.4060174700744096,0.6564556962025316,0.6685714285714286,0.6567248171074845,0.645,0.05,0.6444444444444444,0.1111111111111111,0.0
419-3167,0.43388429752066116,0.0,0.0,0.0,0.3658605974395448,0.503030303030303,0.36579651941097724,0.36843552378333794,0.6705882352941176,0.36848916208346816,0.5331645569620254,0.6457142857142857,0.5334833989870569,0.5700000000000001,0.1,0.5703703703703703,0.0,0.0
414-4162,0.359504132231405,0.0,0.0,0.0,0.4594594594594595,0.5575757575757576,0.45950468540829986,0.47704151773439646,0.6352941176470588,0.47719184729860886,0.5220253164556962,0.5428571428571428,0.522228474957794,0.395,0.2,0.3944444444444444,0.2222222222222222,0.0
416-5341,0.30165289256198347,0.0,0.0,0.0,0.47027027027027035,0.7272727272727273,0.4702141900937082,0.5457794885894969,0.6235294117647059,0.5457780653510191,0.5278481012658228,0.5828571428571429,0.5278559369724255,0.49000000000000005,0.15000000000000002,0.4907407407407407,0.1111111111111111,0.0
368-8600,0.3388429752066116,0.0,0.0,0.0,0.5547652916073968,0.5575757575757576,0.554718875502008,0.578773714599945,0.48823529411764705,0.5787770947913297,0.4572151898734177,0.5257142857142857,0.457512661789533,0.55,0.65,0.55,0.0,0.0
336-6085,0.19834710743801653,0.0,0.0,0.0,0.6082503556187767,0.47878787878787876,0.6082663989290495,0.7288974429474843,0.5470588235294117,0.7288903267550955,0.6070886075949368,0.7314285714285714,0.6072031513787282,0.78,0.35000000000000003,0.7796296296296296,0.0,0.0
377-1479,0.4545454545454546,0.0,1.0,0.46153846153846156,0.5846372688477952,0.6909090909090909,0.5846720214190093,0.6029694803409403,0.5823529411764706,0.6030410870268522,0.5465822784810127,0.5428571428571428,0.5469893078221723,0.7000000000000001,0.2,0.7,0.1111111111111111,0.0
360-2107,0.2024793388429752,0.0,1.0,0.42307692307692313,0.7194879089615932,0.6787878787878788,0.7193775100401607,0.48913940060489414,0.5823529411764706,0.4891620834681333,0.4010126582278481,0.8342857142857143,0.4012380416432189,0.42500000000000004,0.2,0.4259259259259259,0.3333333333333333,0.0
405-9384,0.628099173553719,0.0,1.0,0.5384615384615385,0.6702702702702703,0.4484848484848485,0.6701807228915662,0.6266153423150949,0.21764705882352942,0.6266580394694274,0.4311392405063291,0.5885714285714285,0.43106359032076536,0.77,0.45,0.7703703703703704,0.0,0.0
420-5179,0.359504132231405,0.0,0.0,0.0,0.5462304409672831,0.5515151515151515,0.5461847389558233,0.3508386032444322,0.7470588235294118,0.35101908767389195,0.39392405063291136,0.7142857142857143,0.3939223410241981,0.375,0.25,0.3759259259259259,0.1111111111111111,0.0
331-3174,0.5371900826446281,0.0,1.0,0.75,0.19658605974395446,0.7393939393939394,0.196619812583668,0.2785262579048666,0.8,0.2785506308637981,0.26531645569620255,0.5371428571428571,0.26561620709060213,0.455,0.2,0.45555555555555555,0.0,0.0
411-5958,0.3223140495867769,0.0,0.0,0.0,0.7445234708392603,0.5878787878787879,0.7444779116465864,0.5790486664833654,0.2823529411764706,0.5791006146878033,0.649873417721519,0.4742857142857143,0.6499718626899269,0.30000000000000004,0.15000000000000002,0.3,0.3333333333333333,1.0
333-8180,0.5743801652892563,0.0,0.0,0.0,0.6699857752489332,0.4909090909090909,0.6700133868808568,0.7071762441572724,0.7647058823529411,0.707214493691362,0.2610126582278481,0.6342857142857142,0.261114237478897,0.5750000000000001,0.2,0.5759259259259258,0.2222222222222222,0.0
357-2679,0.4297520661157025,0.0,0.0,0.0,0.6071123755334282,0.6060606060606061,0.607095046854083,0.5633764091284026,0.3058823529411765,0.563571659657069,0.4549367088607595,0.5314285714285715,0.45526167698368036,0.47500000000000003,0.30000000000000004,0.47592592592592586,0.1111111111111111,0.0
396-2867,0.2190082644628099,0.0,1.0,0.75,0.588620199146515,0.8666666666666667,0.588520749665328,0.351388507011273,0.4235294117647059,0.35134260757036556,0.5043037974683544,0.6857142857142857,0.5042205965109736,0.45999999999999996,0.05,0.45925925925925926,0.3333333333333333,0.0
341-9443,0.3553719008264463,0.0,1.0,0.42307692307692313,0.75049786628734,0.3939393939393939,0.7505020080321285,0.2843002474566951,0.6764705882352942,0.2843739890003235,0.5268354430379747,0.6228571428571429,0.5267304445694991,0.42500000000000004,0.15000000000000002,0.4259259259259259,0.3333333333333333,0.0
341-4103,0.3925619834710744,0.0,1.0,0.5961538461538461,0.5217638691322902,0.7636363636363637,0.5217536813922355,0.5375309320868848,0.6235294117647059,0.5376900679391783,0.4559493670886076,0.5314285714285715,0.4558244231851435,0.525,0.25,0.5259259259259259,0.1111111111111111,0.0
416-8701,0.3223140495867769,0.0,0.0,0.0,0.4483641536273115,0.5151515151515151,0.448293172690763,0.5336816057189991,0.5411764705882353,0.5338078291814947,0.5860759493670886,0.49142857142857144,0.586381541924592,0.47000000000000003,0.5,0.4703703703703703,0.5555555555555556,1.0
397-6109,0.22314049586776863,0.0,0.0,0.0,0.4995732574679943,0.8909090909090909,0.4994979919678715,0.44487214737420955,0.6941176470588235,0.44483985765124556,0.7329113924050633,0.3142857142857143,0.7332583005064716,0.4650000000000001,0.2,0.46481481481481474,0.0,0.0
392-5587,0.5330578512396694,0.0,0.0,0.0,0.689900426742532,0.6121212121212121,0.6899263721552877,0.28265053615617264,0.6705882352941176,0.28275638951795534,0.36050632911392405,0.5085714285714286,0.36072031513787284,0.4650000000000001,0.1,0.46481481481481474,0.2222222222222222,0.0
392-9342,0.13636363636363635,0.0,0.0,0.0,0.4295874822190612,0.6181818181818182,0.42955153949129854,0.3612867748144075,0.5941176470588235,0.3613717243610482,0.47240506329113924,0.49142857142857144,0.47270680922903774,0.49500000000000005,0.35000000000000003,0.4944444444444444,0.0,0.0
368-2845,0.5702479338842975,0.0,0.0,0.0,0.3928876244665718,0.6242424242424243,0.392904953145917,0.4522958482265603,0.5882352941176471,0.45228081527013914,0.34151898734177216,0.36,0.3415869442881261,0.41500000000000004,0.1,0.41481481481481486,0.1111111111111111,0.0
405-4920,0.4462809917355372,0.0,0.0,0.0,0.7530583214793741,0.41818181818181815,0.7530120481927711,0.8386032444322243,0.7058823529411764,0.8388870915561307,0.499746835443038,0.49142857142857144,0.4997186268992685,0.47500000000000003,0.45,0.47592592592592586,0.1111111111111111,1.0
348-7484,0.2644628099173554,0.0,1.0,0.5961538461538461,0.8031294452347084,0.42424242424242425,0.803045515394913,0.41792686279901015,0.5235294117647059,0.417987706243934,0.5708860759493671,0.5314285714285715,0.5711873944850873,0.6000000000000001,0.2,0.6,0.1111111111111111,0.0
338-5207,0.25619834710743805,0.0,0.0,0.0,0.6008534850640114,0.48484848484848486,0.6007362784471217,0.6535606268902941,0.5470588235294117,0.6535101908767389,0.6562025316455696,0.3314285714285714,0.6561620709060214,0.6150000000000001,0.1,0.6148148148148147,0.0,0.0
418-7846,0.6239669421487604,0.0,0.0,0.0,0.5607396870554765,0.7636363636363637,0.5607429718875502,0.3577124003299422,0.44705882352941173,0.35781300549983824,0.19772151898734175,0.5714285714285714,0.19752391671356218,0.37000000000000005,0.2,0.37037037037037035,0.3333333333333333,0.0
358-8729,0.6033057851239669,0.0,0.0,0.0,0.584068278805121,0.5757575757575758,0.5840026773761713,0.45834478966180914,0.7529411764705882,0.45842769330313815,0.6091139240506329,0.48,0.6094541361845808,0.39,0.2,0.3907407407407407,0.1111111111111111,0.0
349-1943,0.45867768595041325,0.0,1.0,0.42307692307692313,0.5172119487908963,0.6666666666666666,0.517235609103079,0.6271652460819357,0.7235294117647059,0.6273050792623747,0.6650632911392405,0.8057142857142857,0.6651660101294317,0.45999999999999996,0.2,0.45925925925925926,0.2222222222222222,0.0
368-8283,0.49173553719008267,0.0,0.0,0.0,0.716927453769559,0.7272727272727273,0.7168674698795181,0.41297772889744294,0.6235294117647059,0.4131349077968295,0.38430379746835447,0.5485714285714286,0.3843556555993247,0.48,0.05,0.4796296296296296,0.2222222222222222,0.0
345-1419,0.10743801652892562,0.0,0.0,0.0,0.5513513513513514,0.6181818181818182,0.551372155287818,0.32691778938685734,0.611764705882353,0.32707861533484306,0.34405063291139243,0.7085714285714285,0.34440067529544177,0.45999999999999996,0.15000000000000002,0.45925925925925926,0.0,0.0
358-8025,0.7024793388429752,0.0,0.0,0.0,0.6577524893314367,0.8181818181818182,0.6576305220883534,0.5188342040142975,0.43529411764705883,0.5189259139437076,0.5237974683544304,0.7085714285714285,0.5239167135621835,0.6150000000000001,0.05,0.6148148148148147,0.1111111111111111,0.0
383-8695,0.4132231404958678,0.0,1.0,0.6346153846153847,0.5692745376955903,0.6545454545454545,0.569277108433735,0.5193841077811383,0.7176470588235294,0.5195729537366548,0.5192405063291139,0.5142857142857142,0.5194147439504784,0.775,0.2,0.7759259259259259,0.0,0.0
370-7565,0.12809917355371903,0.0,1.0,0.5,0.7587482219061167,0.6606060606060606,0.7587014725568944,0.6387132251855926,0.6294117647058823,0.6389517955354255,0.5387341772151899,0.56,0.5391108610016883,0.8150000000000001,0.2,0.8148148148148149,0.1111111111111111,0.0
401-6162,0.008264462809917356,0.0,1.0,0.6923076923076923,0.3359886201991465,0.7090909090909091,0.33601070950468537,0.6090184217761891,0.7352941176470588,0.6091879650598512,0.26303797468354434,0.5085714285714286,0.26336522228474957,0.5950000000000001,0.30000000000000004,0.5944444444444444,0.2222222222222222,0.0
386-5303,0.6198347107438017,0.0,0.0,0.0,0.49871977240398296,0.6424242424242425,0.49866131191432395,0.3967555677756393,0.5117647058823529,0.39695891297314784,0.4055696202531645,0.5028571428571429,0.40574001125492404,0.5900000000000001,0.25,0.5907407407407407,0.0,0.0
351-6552,0.243801652892562,0.0,0.0,0.0,0.3559032716927454,0.6,0.35592369477911645,0.6840802859499588,0.36470588235294116,0.684244581041734,0.5349367088607595,0.4514285714285714,0.5351716375914463,0.5599999999999999,0.15000000000000002,0.5592592592592592,0.3333333333333333,0.0
345-5338,0.487603305785124,0.0,0.0,0.0,0.5029871977240399,0.5454545454545454,0.503012048192771,0.617816882045642,0.4764705882352941,0.6179230022646394,0.5179746835443038,0.44,0.5182892515475521,0.375,0.75,0.3759259259259259,0.1111111111111111,0.0
330-2849,0.1735537190082645,0.0,0.0,0.0,0.6881934566145093,0.6121212121212121,0.6880856760374833,0.3557877371459995,0.711764705882353,0.35587188612099646,0.6703797468354431,0.5942857142857143,0.670793472144063,0.29500000000000004,0.15000000000000002,0.29444444444444445,0.1111111111111111,0.0
364-6801,0.16942148760330578,0.0,0.0,0.0,0.6862019914651494,0.8121212121212121,0.6860776439089692,0.32031894418476764,0.6705882352941176,0.3202846975088968,0.3853164556962025,0.52,0.385481148002251,0.53,0.2,0.5296296296296296,0.0,0.0
375-3003,0.34297520661157027,0.0,0.0,0.0,0.6176386913229018,0.6,0.6176372155287817,0.6488864448721474,0.4,0.648980912326108,0.2994936708860759,0.6857142857142857,0.29938097917839057,0.47000000000000003,0.2,0.4703703703703703,0.1111111111111111,0.0
383-8878,0.2644628099173554,0.0,0.0,0.0,0.5559032716927454,0.6666666666666666,0.5558902275769746,0.49821281275776735,0.6411764705882352,0.498220640569395,0.4518987341772152,0.6,0.4518851997749015,0.44500000000000006,0.2,0.4444444444444444,0.0,0.0
384-2372,0.3057851239669422,1.0,0.0,0.0,0.6327169274537696,0.4727272727272727,0.6326974564926372,0.8990926587847127,0.6529411764705882,0.8993853121967001,0.5265822784810127,0.5942857142857143,0.5267304445694991,0.435,0.45,0.4351851851851852,0.1111111111111111,1.0
377-7107,0.47520661157024796,0.0,0.0,0.0,0.539118065433855,0.5454545454545454,0.539156626506024,0.5218586747319219,0.6941176470588235,0.5218375930119702,0.5210126582278481,0.4742857142857143,0.5211029825548678,0.655,0.1,0.6555555555555556,0.1111111111111111,0.0
361-1581,0.4380165289256199,0.0,0.0,0.0,0.3502133712660028,0.6060606060606061,0.3502342704149933,0.43552378333791586,0.4823529411764706,0.4354577806535102,0.6483544303797469,0.4685714285714286,0.6482836240855374,0.4650000000000001,0.25,0.46481481481481474,0.0,0.0
417-7888,0.7768595041322315,0.0,1.0,0.7307692307692308,0.730298719772404,0.593939393939394,0.7302543507362784,0.41380258454770413,0.7058823529411764,0.41378194758977677,0.31139240506329113,0.49714285714285716,0.31176139561057964,0.5700000000000001,0.15000000000000002,0.5703703703703703,0.3333333333333333,0.0
383-8364,0.5041322314049587,0.0,0.0,0.0,0.45263157894736844,0.5696969696969697,0.4526439089692102,0.6642837503436898,0.7,0.6645098673568425,0.5124050632911392,0.6857142857142857,0.5126617895329206,0.325,0.05,0.3259259259259259,0.1111111111111111,0.0
396-2335,0.4504132231404959,0.0,0.0,0.0,0.2847795163584637,0.5454545454545454,0.28480589022757696,0.6414627440197965,0.5470588235294117,0.6415399547072145,0.5174683544303798,0.32571428571428573,0.5177265053460889,0.555,0.4,0.5555555555555556,0.3333333333333333,0.0
408-4530,0.25619834710743805,0.0,1.0,0.6153846153846154,0.08790896159317212,0.6848484848484848,0.08785140562248996,0.5141600219961506,0.6647058823529411,0.5143966353930767,0.5843037974683545,0.5771428571428572,0.5846933033202026,0.43,0.35000000000000003,0.4296296296296296,0.1111111111111111,0.0
408-6621,0.7231404958677686,0.0,0.0,0.0,0.6349928876244666,0.46060606060606063,0.6348728246318608,0.5894968380533406,0.7705882352941177,0.5894532513749595,0.3908860759493671,0.45714285714285713,0.3911086100168824,0.505,0.1,0.5055555555555555,0.3333333333333333,0.0
393-7522,0.44214876033057854,0.0,0.0,0.0,0.5331436699857753,0.6121212121212121,0.5331325301204819,0.5496288149573825,0.7411764705882353,0.5496603041087026,0.5470886075949367,0.6114285714285714,0.5469893078221723,0.63,0.4,0.6296296296296295,0.1111111111111111,0.0
338-7120,0.049586776859504134,0.0,1.0,0.40384615384615385,0.8978662873399716,0.6363636363636364,0.8977576974564926,0.5743744844652185,0.4176470588235294,0.5745713361371725,0.6584810126582279,0.7028571428571428,0.6584130557118739,0.605,0.15000000000000002,0.6055555555555555,0.3333333333333333,0.0
357-4265,0.2892561983471075,0.0,0.0,0.0,0.7894736842105263,0.6303030303030303,0.789491298527443,0.3623865823480891,0.711764705882353,0.3623422840504691,0.32126582278481014,0.5771428571428572,0.321328081035453,0.41,0.1,0.4092592592592592,0.1111111111111111,0.0
398-8801,0.359504132231405,0.0,0.0,0.0,0.5399715504978664,0.6727272727272727,0.5399933065595717,0.542480065988452,0.5941176470588235,0.5425428663862828,0.5936708860759494,0.6342857142857142,0.5936972425436129,0.7450000000000001,0.15000000000000002,0.7444444444444444,0.2222222222222222,0.0
346-2347,0.5619834710743802,0.0,0.0,0.0,0.41877667140825037,0.7212121212121212,0.4186746987951807,0.530107231234534,0.5352941176470588,0.5302491103202848,0.4372151898734177,0.6,0.43725379853685986,0.51,0.2,0.5092592592592592,0.1111111111111111,0.0
343-2741,0.3347107438016529,0.0,0.0,0.0,0.5285917496443813,0.21818181818181817,0.5286144578313253,0.76024195765741,0.788235294117647,0.7602717567130378,0.48632911392405065,0.5942857142857143,0.4862127180641531,0.28500000000000003,0.35000000000000003,0.28518518518518515,0.4444444444444444,0.0
420-8242,0.3760330578512397,0.0,1.0,0.5576923076923077,0.4421052631578948,0.6666666666666666,0.4421017402945114,0.5182843002474566,0.611764705882353,0.5182788741507602,0.6453164556962026,0.6742857142857143,0.6454698930782218,0.4,0.2,0.4,0.3333333333333333,0.0
402-7746,0.6776859504132232,0.0,0.0,0.0,0.4386913229018492,0.5515151515151515,0.4385876840696118,0.7385207588671983,0.6352941176470588,0.7385959236493044,0.47797468354430384,0.5657142857142857,0.4783342712436691,0.545,0.2,0.5444444444444444,0.6666666666666666,0.0
332-1494,0.3925619834710744,0.0,0.0,0.0,0.2776671408250356,0.593939393939394,0.2776104417670683,0.29007423700852353,0.6941176470588235,0.2901973471368489,0.5574683544303797,0.6,0.5576814856499719,0.58,0.45,0.5796296296296296,0.1111111111111111,0.0
388-6223,0.6404958677685951,0.0,0.0,0.0,0.5086770981507824,0.5696969696969697,0.5087014725568942,0.49051416002199616,0.5705882352941176,0.49045616305402784,0.4283544303797468,0.44,0.42824985931344967,0.375,0.15000000000000002,0.3759259259259259,0.1111111111111111,0.0
404-9539,0.25619834710743805,0.0,0.0,0.0,0.4247510668563301,0.6303030303030303,0.4246987951807229,0.7522683530382184,0.4411764705882353,0.7525072791976707,0.5230379746835443,0.4114285714285714,0.5233539673607204,0.455,0.2,0.45555555555555555,0.0,0.0
341-7332,0.1487603305785124,0.0,0.0,0.0,0.5860597439544808,0.5393939393939394,0.5860107095046855,0.5114105031619467,0.5176470588235293,0.511484956324814,0.7774683544303799,0.49142857142857144,0.7777152504220597,0.42000000000000004,0.55,0.42037037037037034,0.0,0.0
338-7886,0.40082644628099173,0.0,0.0,0.0,0.6167852062588906,0.5212121212121212,0.6168005354752343,0.524608193566126,0.6705882352941176,0.5247492720802329,0.4746835443037975,0.4514285714285714,0.47495779403489025,0.55,0.45,0.55,0.0,0.0
332-5596,0.49586776859504134,0.0,0.0,0.0,0.2938833570412518,0.6666666666666666,0.2938420348058902,0.35496288149573824,0.4823529411764706,0.35490132643157557,0.4230379746835443,0.6457142857142857,0.42318514350028136,0.535,0.15000000000000002,0.5351851851851852,0.0,0.0
348-9945,0.3842975206611571,0.0,0.0,0.0,0.3965860597439545,0.5757575757575758,0.3965863453815261,0.43744844652185866,0.5411764705882353,0.437398900032352,0.3245569620253164,0.7371428571428571,0.32470455824423183,0.385,0.15000000000000002,0.3851851851851852,0.0,0.0
407-1896,0.40495867768595045,0.0,0.0,0.0,0.543954480796586,0.6666666666666666,0.5438420348058902,0.45064613692603794,0.6,0.45066321578777097,0.6167088607594937,0.6514285714285715,0.6167698368036016,0.7050000000000001,0.15000000000000002,0.7055555555555555,0.1111111111111111,0.0
398-9408,0.6694214876033058,0.0,1.0,0.44230769230769235,0.45519203413940257,0.6303030303030303,0.45515394912985274,0.5207588671982403,0.3764705882352941,0.5208670333225494,0.5820253164556962,0.6742857142857143,0.58244231851435,0.52,0.35000000000000003,0.5203703703703704,0.1111111111111111,0.0
369-8005,0.6611570247933884,0.0,0.0,0.0,0.6307254623044096,0.5757575757575758,0.6306894243641231,0.5306571350013748,0.4823529411764706,0.530896150113232,0.4913924050632911,0.6457142857142857,0.49127743387732137,0.325,0.2,0.3259259259259259,0.3333333333333333,0.0
346-2530,0.40495867768595045,0.0,0.0,0.0,0.17894736842105263,0.4909090909090909,0.1788821954484605,0.6351388507011273,0.3764705882352941,0.6353930766742155,0.4275949367088608,0.6914285714285714,0.4276871131119865,0.42500000000000004,0.25,0.4259259259259259,0.1111111111111111,0.0
400-5984,0.44214876033057854,0.0,0.0,0.0,0.613371266002845,0.4727272727272727,0.6132864792503346,0.536981028320044,0.7,0.5370430281462311,0.49215189873417725,0.37142857142857144,0.4924029262802476,0.18000000000000002,0.25,0.1796296296296296,0.1111111111111111,0.0
351-1007,0.34297520661157027,0.0,1.0,0.8076923076923077,0.47027027027027035,0.5878787878787879,0.4702141900937082,0.6145174594445972,0.6941176470588235,0.6146878032999029,0.660253164556962,0.4114285714285714,0.6606640405177265,0.38,0.35000000000000003,0.3796296296296296,0.3333333333333333,0.0
345-5980,0.3388429752066116,1.0,1.0,0.6153846153846154,0.2694167852062589,0.6727272727272727,0.26941097724230256,0.42452570800109984,0.5764705882352941,0.4244581041734066,0.5073417721518988,0.6228571428571429,0.5075970737197524,0.53,0.30000000000000004,0.5296296296296296,0.2222222222222222,0.0
368-8964,0.5702479338842975,0.0,0.0,0.0,0.5780938833570413,0.4909090909090909,0.5779785809906292,0.41930162221611217,0.5823529411764706,0.41928178582982856,0.5007594936708861,0.4342857142857143,0.5008441193021947,0.485,0.15000000000000002,0.48518518518518516,0.2222222222222222,0.0
